dt,x,y,position,velocity,acceleration,jerk,heading
0.010000,-60.900065,-28.358742,-78.274512,-41.846901,9.079811,-4.67844,-1.043924
0.010000,-61.109799,-28.719813,-78.692078,-41.75655,9.035098,-4.471313,-1.045191
0.010000,-61.318638,-29.080364,-79.108744,-41.666625,8.992472,-4.262629,-1.046393
0.010000,-61.526607,-29.440385,-79.524515,-41.577106,8.951918,-4.055389,-1.04753
0.010000,-61.733732,-29.799862,-79.939395,-41.487972,8.913468,-3.844993,-1.048603
0.010000,-61.940041,-30.158786,-80.353387,-41.3992,8.877118,-3.634994,-1.049612
0.010000,-62.14556,-30.517143,-80.766495,-41.310772,8.842864,-3.42534,-1.050557
0.010000,-62.350313,-30.874924,-81.178721,-41.222664,8.810724,-3.214075,-1.051439
0.010000,-62.554326,-31.232116,-81.59007,-41.134858,8.780696,-3.00281,-1.052258
0.010000,-62.757625,-31.588708,-82.000543,-41.04733,8.752783,-2.791239,-1.053013
0.010000,-62.960234,-31.944689,-82.410144,-40.96006,8.726985,-2.579834,-1.053705
0.010000,-63.162177,-32.300047,-82.818874,-40.873027,8.70331,-2.367522,-1.054335
0.010000,-63.36348,-32.65477,-83.226736,-40.786209,8.681761,-2.154887,-1.054902
0.010000,-63.564165,-33.008848,-83.633732,-40.699586,8.662327,-1.94336,-1.055406
0.010000,-63.764257,-33.362268,-84.039863,-40.613136,8.645029,-1.729856,-1.055849
0.010000,-63.963778,-33.71502,-84.445132,-40.526837,8.629849,-1.517992,-1.056229
0.010000,-64.162753,-34.067091,-84.849538,-40.440669,8.616801,-1.304771,-1.056546
0.010000,-64.361203,-34.418469,-85.253084,-40.35461,8.605881,-1.091996,-1.056802
0.010000,-64.559152,-34.769144,-85.655771,-40.268639,8.597088,-0.879293,-1.056996
0.010000,-64.756621,-35.119103,-86.057598,-40.182735,8.590426,-0.666196,-1.057128
0.010000,-64.953634,-35.468333,-86.458567,-40.096876,8.585894,-0.453219,-1.057198
0.010000,-65.150211,-35.816824,-86.858677,-40.011041,8.583491,-0.240331,-1.057205
0.010000,-65.346374,-36.164563,-87.257929,-39.925209,8.583218,-0.027255,-1.057152
0.010000,-65.542145,-36.511537,-87.656323,-39.839358,8.585076,0.185757,-1.057036
0.010000,-65.737545,-36.857735,-88.053858,-39.753468,8.589062,0.398639,-1.056858
0.010000,-65.932594,-37.203143,-88.450533,-39.667516,8.59518,0.611778,-1.056618
0.010000,-66.127314,-37.547749,-88.846348,-39.581482,8.603427,0.8247,-1.056316
0.010000,-66.321724,-37.891541,-89.241301,-39.495344,8.613801,1.037396,-1.055952
0.010000,-66.515845,-38.234506,-89.635392,-39.409081,8.626306,1.250528,-1.055526
0.010000,-66.709697,-38.576629,-90.028619,-39.322671,8.640938,1.463209,-1.055038
0.010000,-66.9033,-38.917899,-90.42098,-39.236094,8.657695,1.675713,-1.054487
